Model,Scan,XParameter,YParameter,XFactor,YFactor,XValue,YValue,MaxReal,Sigma,FrequencyHz,DampingRatio,Stable
GFM-MWT,h_mp,h,mp,0.0251188643150958,3.4145488738336,12.7253653207839,5.36356082867947e-06,-0.0152569163934375,-0.159435796298339,2.00414026217428,0.0126602722874789,1
GFM-MWT,h_mp,h,mp,0.0251188643150958,4.64158883361278,12.7253653207839,7.29099069033116e-06,-0.0152547959743446,-0.169390245055479,2.00282245940351,0.0134594320389027,1
GFM-MWT,h_mp,h,mp,0.0251188643150958,6.30957344480193,12.7253653207839,9.9110547907375e-06,-0.0152532368083417,-0.175404054394803,2.00147145943038,0.0139465926709675,1
GFM-MWT,h_mp,h,mp,0.0251188643150958,8.57695898590894,12.7253653207839,1.34726556701362e-05,-0.0152520905774737,-0.178599220087391,2.00030670835583,0.0142088606036315,1
GFM-MWT,h_mp,h,mp,0.0251188643150958,11.6591440117983,12.7253653207839,1.83141405873055e-05,-0.015251247161886,-0.180116463338369,1.99938660911479,0.014336136572904,1
GFM-MWT,h_mp,h,mp,0.0251188643150958,15.8489319246111,12.7253653207839,2.48954440508015e-05,-0.015250626825873,-0.18073980864194,1.99869053951347,0.0143907496661203,1
GFM-MWT,h_mp,h,mp,0.0251188643150958,21.5443469003188,12.7253653207839,3.38417809742158e-05,-0.0152501706665655,-0.180924422607846,1.99817460311472,0.0144091646022599,1
GFM-MWT,h_mp,h,mp,0.0251188643150958,29.2864456462524,12.7253653207839,4.60030412460116e-05,-0.0152498352465119,-0.180912027734132,1.99779558730472,0.0144109105647125,1
GFM-MWT,h_mp,h,mp,0.0251188643150958,39.8107170553497,12.7253653207839,6.25345281176143e-05,0.309604325798449,-0.180823569829701,1.99751808243169,0.0144058663745519,0
GFM-MWT,h_mp,h,mp,0.0251188643150958,54.1169526546464,12.7253653207839,8.50067104472519e-05,0.572623964717109,-0.180716148109875,1.9973150489302,0.0143987732964846,0
GFM-MWT,h_mp,h,mp,0.0251188643150958,73.5642254459641,12.7253653207839,0.000115554415114032,0.766096492816342,-0.180614502600822,1.99716644476017,0.0143917468002501,0
GFM-MWT,h_mp,h,mp,0.0251188643150958,100,12.7253653207839,0.00015707963267949,0.908415046287989,-0.180527626742358,1.99705759438483,0.014385609668361,0
GFM-MWT,h_mp,h,mp,0.034145488738336,0.01,17.2983066750716,1.5707963267949e-08,-0.0199151421874221,-0.0903926333491685,1.99735135485174,0.0072025691495303,1
